id,groupe,type_activite,salle_id,heure_debut,heure_fin,jour_semaine
656,ITT1B-G2,tp,12,2026-05-23 13:00:00,2026-05-23 15:00:00,5
657,ITT1B-G3,tp,16,2026-05-23 17:00:00,2026-05-23 19:00:00,5
658,ITT1B-G3,tp,9,2026-05-23 13:00:00,2026-05-23 15:00:00,5
659,ITT1B-G4,tp,9,2026-05-23 11:00:00,2026-05-23 13:00:00,5
660,ITT2A-G1,tp,7,2026-05-23 11:00:00,2026-05-23 13:00:00,5
661,ITT2A-G1,tp,4,2026-05-23 07:00:00,2026-05-23 09:00:00,5
662,ITT2A-G2,tp,13,2026-05-23 11:00:00,2026-05-23 13:00:00,5
663,ITT2A-G2,tp,4,2026-05-23 13:00:00,2026-05-23 15:00:00,5
664,ITT2A-G4,tp,5,2026-05-23 11:00:00,2026-05-23 13:00:00,5
665,ITT2B-G1,tp,4,2026-05-23 17:00:00,2026-05-23 19:00:00,5
666,ITT2B-G1,tp,4,2026-05-23 07:00:00,2026-05-23 09:00:00,5
667,ITT2B-G2,tp,5,2026-05-23 15:00:00,2026-05-23 17:00:00,5
668,ITT2B-G3,tp,2,2026-05-23 07:00:00,2026-05-23 09:00:00,5
669,ITT1A,cours,5,2026-05-24 13:00:00,2026-05-24 15:00:00,6
670,ITT1A,cours,1,2026-05-24 07:00:00,2026-05-24 09:00:00,6
671,ITT1B,cours,4,2026-05-24 15:00:00,2026-05-24 17:00:00,6
672,ITT1B,cours,1,2026-05-24 13:00:00,2026-05-24 15:00:00,6
673,ITT1B,cours,3,2026-05-24 11:00:00,2026-05-24 13:00:00,6
674,ITT2A,cours,4,2026-05-24 15:00:00,2026-05-24 17:00:00,6
675,ITT2B,cours,15,2026-05-24 13:00:00,2026-05-24 15:00:00,6
676,ITT2B,cours,1,2026-05-24 09:00:00,2026-05-24 11:00:00,6
677,ITT2B,cours,1,2026-05-24 15:00:00,2026-05-24 17:00:00,6
678,ITT3RC,cours,1,2026-05-24 09:00:00,2026-05-24 11:00:00,6
679,ITT3RC,cours,1,2026-05-24 11:00:00,2026-05-24 13:00:00,6
680,ITT3RC,cours,1,2026-05-24 07:00:00,2026-05-24 09:00:00,6
681,ITT3IR,cours,6,2026-05-24 07:00:00,2026-05-24 09:00:00,6
682,IPT1,cours,1,2026-05-24 13:00:00,2026-05-24 15:00:00,6
683,IPT2,cours,1,2026-05-24 17:00:00,2026-05-24 19:00:00,6
684,IPT2,cours,14,2026-05-24 13:00:00,2026-05-24 15:00:00,6
685,IPT2,cours,12,2026-05-24 09:00:00,2026-05-24 11:00:00,6
686,ITT1A-G1,tp,3,2026-05-24 17:00:00,2026-05-24 19:00:00,6
687,ITT1A-G1,tp,13,2026-05-24 15:00:00,2026-05-24 17:00:00,6
688,ITT1A-G2,tp,13,2026-05-24 11:00:00,2026-05-24 13:00:00,6
689,ITT1A-G3,tp,7,2026-05-24 09:00:00,2026-05-24 11:00:00,6
690,ITT1A-G3,tp,10,2026-05-24 11:00:00,2026-05-24 13:00:00,6
691,ITT1A-G4,tp,7,2026-05-24 15:00:00,2026-05-24 17:00:00,6
692,ITT1B-G2,tp,6,2026-05-24 11:00:00,2026-05-24 13:00:00,6
693,ITT1B-G2,tp,14,2026-05-24 17:00:00,2026-05-24 19:00:00,6
694,ITT1B-G4,tp,17,2026-05-24 13:00:00,2026-05-24 15:00:00,6
695,ITT2A-G1,tp,11,2026-05-24 11:00:00,2026-05-24 13:00:00,6
696,ITT2A-G2,tp,4,2026-05-24 11:00:00,2026-05-24 13:00:00,6
697,ITT2A-G2,tp,2,2026-05-24 15:00:00,2026-05-24 17:00:00,6
698,ITT2A-G4,tp,2,2026-05-24 15:00:00,2026-05-24 17:00:00,6
699,ITT2A-G4,tp,13,2026-05-24 13:00:00,2026-05-24 15:00:00,6
700,ITT2B-G1,tp,12,2026-05-24 15:00:00,2026-05-24 17:00:00,6
701,ITT2B-G1,tp,16,2026-05-24 11:00:00,2026-05-24 13:00:00,6
702,ITT2B-G3,tp,14,2026-05-24 11:00:00,2026-05-24 13:00:00,6
703,ITT1A,cours,15,2026-05-25 13:00:00,2026-05-25 15:00:00,0
704,ITT1A,cours,12,2026-05-25 11:00:00,2026-05-25 13:00:00,0
705,ITT1A,cours,13,2026-05-25 17:00:00,2026-05-25 19:00:00,0
706,ITT1B,cours,16,2026-05-25 07:00:00,2026-05-25 09:00:00,0
707,ITT1B,cours,3,2026-05-25 11:00:00,2026-05-25 13:00:00,0
708,ITT2A,cours,13,2026-05-25 13:00:00,2026-05-25 15:00:00,0
709,ITT2A,cours,1,2026-05-25 07:00:00,2026-05-25 09:00:00,0
710,ITT2A,cours,1,2026-05-25 17:00:00,2026-05-25 19:00:00,0
711,ITT2B,cours,15,2026-05-25 13:00:00,2026-05-25 15:00:00,0
712,ITT2B,cours,13,2026-05-25 11:00:00,2026-05-25 13:00:00,0
713,ITT2B,cours,6,2026-05-25 09:00:00,2026-05-25 11:00:00,0
714,ITT3RC,cours,13,2026-05-25 07:00:00,2026-05-25 09:00:00,0
715,ITT3IR,cours,13,2026-05-25 07:00:00,2026-05-25 09:00:00,0
716,ITT3IR,cours,1,2026-05-25 09:00:00,2026-05-25 11:00:00,0
717,IPT1,cours,3,2026-05-25 17:00:00,2026-05-25 19:00:00,0
718,IPT1,cours,1,2026-05-25 09:00:00,2026-05-25 11:00:00,0
719,IPT1,cours,4,2026-05-25 15:00:00,2026-05-25 17:00:00,0
720,IPT2,cours,5,2026-05-25 09:00:00,2026-05-25 11:00:00,0
721,ITT1A-G1,tp,16,2026-05-25 15:00:00,2026-05-25 17:00:00,0
722,ITT1A-G3,tp,6,2026-05-25 15:00:00,2026-05-25 17:00:00,0
723,ITT1A-G4,tp,12,2026-05-25 17:00:00,2026-05-25 19:00:00,0
724,ITT1A-G4,tp,12,2026-05-25 09:00:00,2026-05-25 11:00:00,0
725,ITT1B-G1,tp,16,2026-05-25 17:00:00,2026-05-25 19:00:00,0
726,ITT1B-G2,tp,14,2026-05-25 15:00:00,2026-05-25 17:00:00,0
727,ITT1B-G3,tp,17,2026-05-25 11:00:00,2026-05-25 13:00:00,0
728,ITT2A-G4,tp,15,2026-05-25 11:00:00,2026-05-25 13:00:00,0
729,ITT2B-G2,tp,8,2026-05-25 17:00:00,2026-05-25 19:00:00,0
730,ITT2B-G2,tp,12,2026-05-25 07:00:00,2026-05-25 09:00:00,0
731,ITT2B-G3,tp,8,2026-05-25 11:00:00,2026-05-25 13:00:00,0
732,ITT2B-G3,tp,15,2026-05-25 09:00:00,2026-05-25 11:00:00,0
733,ITT2B-G4,tp,15,2026-05-25 11:00:00,2026-05-25 13:00:00,0
734,ITT2B-G4,tp,8,2026-05-25 09:00:00,2026-05-25 11:00:00,0
735,ITT1A,cours,12,2026-05-26 11:00:00,2026-05-26 13:00:00,1
736,ITT1B,cours,1,2026-05-26 13:00:00,2026-05-26 15:00:00,1
737,ITT1B,cours,4,2026-05-26 17:00:00,2026-05-26 19:00:00,1
738,ITT1B,cours,12,2026-05-26 09:00:00,2026-05-26 11:00:00,1
739,ITT2A,cours,1,2026-05-26 09:00:00,2026-05-26 11:00:00,1
740,ITT2B,cours,1,2026-05-26 09:00:00,2026-05-26 11:00:00,1
741,ITT2B,cours,12,2026-05-26 17:00:00,2026-05-26 19:00:00,1
742,ITT3RC,cours,14,2026-05-26 13:00:00,2026-05-26 15:00:00,1
743,ITT3RC,cours,1,2026-05-26 17:00:00,2026-05-26 19:00:00,1
744,ITT3IR,cours,1,2026-05-26 15:00:00,2026-05-26 17:00:00,1
745,IPT1,cours,1,2026-05-26 07:00:00,2026-05-26 09:00:00,1
746,IPT1,cours,17,2026-05-26 13:00:00,2026-05-26 15:00:00,1
747,IPT2,cours,1,2026-05-26 17:00:00,2026-05-26 19:00:00,1
748,ITT1A-G1,tp,7,2026-05-26 13:00:00,2026-05-26 15:00:00,1
749,ITT1A-G4,tp,17,2026-05-26 11:00:00,2026-05-26 13:00:00,1
750,ITT1A-G4,tp,12,2026-05-26 15:00:00,2026-05-26 17:00:00,1
751,ITT1B-G2,tp,12,2026-05-26 13:00:00,2026-05-26 15:00:00,1
752,ITT1B-G3,tp,13,2026-05-26 17:00:00,2026-05-26 19:00:00,1
753,ITT1B-G3,tp,9,2026-05-26 15:00:00,2026-05-26 17:00:00,1
754,ITT2A-G1,tp,14,2026-05-26 09:00:00,2026-05-26 11:00:00,1
755,ITT2A-G1,tp,14,2026-05-26 15:00:00,2026-05-26 17:00:00,1
756,ITT2A-G2,tp,9,2026-05-26 17:00:00,2026-05-26 19:00:00,1
757,ITT2A-G2,tp,10,2026-05-26 15:00:00,2026-05-26 17:00:00,1
758,ITT2A-G3,tp,5,2026-05-26 13:00:00,2026-05-26 15:00:00,1
759,ITT2A-G3,tp,11,2026-05-26 07:00:00,2026-05-26 09:00:00,1
760,ITT2B-G1,tp,12,2026-05-26 13:00:00,2026-05-26 15:00:00,1
761,ITT2B-G1,tp,11,2026-05-26 09:00:00,2026-05-26 11:00:00,1
762,ITT2B-G2,tp,12,2026-05-26 15:00:00,2026-05-26 17:00:00,1
763,ITT2B-G2,tp,17,2026-05-26 13:00:00,2026-05-26 15:00:00,1
764,ITT2B-G4,tp,9,2026-05-26 11:00:00,2026-05-26 13:00:00,1
765,ITT2B-G4,tp,9,2026-05-26 07:00:00,2026-05-26 09:00:00,1
766,ITT1A,cours,1,2026-05-27 13:00:00,2026-05-27 15:00:00,2
767,ITT1B,cours,1,2026-05-27 15:00:00,2026-05-27 17:00:00,2
768,ITT2A,cours,15,2026-05-27 11:00:00,2026-05-27 13:00:00,2
769,ITT2A,cours,14,2026-05-27 13:00:00,2026-05-27 15:00:00,2
770,ITT2A,cours,1,2026-05-27 17:00:00,2026-05-27 19:00:00,2
771,ITT2B,cours,12,2026-05-27 13:00:00,2026-05-27 15:00:00,2
772,ITT2B,cours,1,2026-05-27 11:00:00,2026-05-27 13:00:00,2
773,ITT2B,cours,15,2026-05-27 17:00:00,2026-05-27 19:00:00,2
774,ITT3RC,cours,1,2026-05-27 17:00:00,2026-05-27 19:00:00,2
775,ITT3RC,cours,15,2026-05-27 15:00:00,2026-05-27 17:00:00,2
776,ITT3RC,cours,1,2026-05-27 11:00:00,2026-05-27 13:00:00,2
777,ITT3IR,cours,16,2026-05-27 17:00:00,2026-05-27 19:00:00,2
778,ITT3IR,cours,1,2026-05-27 07:00:00,2026-05-27 09:00:00,2
779,ITT3IR,cours,5,2026-05-27 11:00:00,2026-05-27 13:00:00,2
780,IPT1,cours,1,2026-05-27 13:00:00,2026-05-27 15:00:00,2
781,IPT1,cours,1,2026-05-27 11:00:00,2026-05-27 13:00:00,2
782,IPT1,cours,1,2026-05-27 07:00:00,2026-05-27 09:00:00,2
783,IPT2,cours,16,2026-05-27 11:00:00,2026-05-27 13:00:00,2
784,IPT2,cours,1,2026-05-27 17:00:00,2026-05-27 19:00:00,2
785,IPT2,cours,1,2026-05-27 15:00:00,2026-05-27 17:00:00,2
786,ITT1A-G1,tp,13,2026-05-27 09:00:00,2026-05-27 11:00:00,2
787,ITT1A-G1,tp,5,2026-05-27 13:00:00,2026-05-27 15:00:00,2
788,ITT1A-G2,tp,6,2026-05-27 11:00:00,2026-05-27 13:00:00,2
789,ITT1A-G3,tp,16,2026-05-27 15:00:00,2026-05-27 17:00:00,2
790,ITT1A-G4,tp,2,2026-05-27 15:00:00,2026-05-27 17:00:00,2
791,ITT1A-G4,tp,17,2026-05-27 13:00:00,2026-05-27 15:00:00,2
792,ITT1B-G3,tp,14,2026-05-27 09:00:00,2026-05-27 11:00:00,2
793,ITT1B-G3,tp,3,2026-05-27 13:00:00,2026-05-27 15:00:00,2
794,ITT2A-G1,tp,16,2026-05-27 11:00:00,2026-05-27 13:00:00,2
795,ITT2A-G2,tp,8,2026-05-27 15:00:00,2026-05-27 17:00:00,2
796,ITT2A-G2,tp,6,2026-05-27 09:00:00,2026-05-27 11:00:00,2
797,ITT2A-G3,tp,5,2026-05-27 07:00:00,2026-05-27 09:00:00,2
798,ITT2A-G3,tp,6,2026-05-27 09:00:00,2026-05-27 11:00:00,2
799,ITT2A-G4,tp,8,2026-05-27 13:00:00,2026-05-27 15:00:00,2
800,ITT2B-G1,tp,14,2026-05-27 15:00:00,2026-05-27 17:00:00,2
801,ITT2B-G1,tp,5,2026-05-27 07:00:00,2026-05-27 09:00:00,2
802,ITT2B-G2,tp,2,2026-05-27 15:00:00,2026-05-27 17:00:00,2
803,ITT2B-G3,tp,17,2026-05-27 11:00:00,2026-05-27 13:00:00,2
804,ITT2B-G3,tp,7,2026-05-27 15:00:00,2026-05-27 17:00:00,2
805,ITT2B-G4,tp,8,2026-05-27 07:00:00,2026-05-27 09:00:00,2
806,ITT2B-G4,tp,2,2026-05-27 09:00:00,2026-05-27 11:00:00,2
